time,camera_x,camera_y,camera_z,lookat_x,lookat_y,lookat_z
264,103.95584540887955,20,-489.07380036690284,-154.50849718747403,0,-475.5282581475767
265,86.82408883346525,20,-492.403876506104,-129.40952255126055,0,-482.9629131445341
266,69.586550480033,20,-495.1340343707851,-103.9558454088797,0,-489.0738003669028
267,52.264231633827215,20,-497.2609476841366,-78.21723252011532,0,-493.8441702975689
268,34.87823687206244,20,-498.78202512991214,-52.264231633826476,0,-497.2609476841367
269,17.44974835125047,20,-499.6954135095479,-26.16797812147151,0,-499.31476737728696
270,1.8369701987210297e-13,20,-500.0,5.514005499346031e-13,0,-500.0
271,-17.449748351250104,20,-499.6954135095479,26.167978121472615,0,-499.3147673772869
272,-34.878236872062956,20,-498.7820251299121,52.264231633825815,0,-497.26094768413674
273,-52.264231633826846,20,-497.2609476841366,78.21723252011466,0,-493.844170297569
274,-69.58655048003264,20,-495.1340343707852,103.95584540887904,0,-489.07380036690296
275,-86.82408883346488,20,-492.40387650610404,129.4095225512599,0,-482.96291314453424
276,-103.9558454088792,20,-489.0738003669029,154.50849718747338,0,-475.5282581475769
277,-120.96094779983406,20,-485.1478631379982,179.18397477264995,0,-466.79021324860094
278,-137.8186779084996,20,-480.63084796915945,203.36832153790004,0,-456.77272882130046
279,-154.50849718747352,20,-475.5282581475768,226.9952498697735,0,-445.50326209418387
280,-171.010071662834,20,-469.8463103929543,250.00000000000023,0,-433.0127018922192
281,-187.3032967079563,20,-463.5919272833936,272.31951750751386,0,-419.3352839727118
282,-203.3683215379002,20,-456.7727288213004,293.89262614623703,0,-404.5084971874734
283,-219.1855733945386,20,-449.3970231495835,314.66019552491923,0,-388.572980728485
284,-234.7357813929451,20,-441.4737964294636,334.5653031794284,0,-371.5724127386977
285,-249.99999999999957,20,-433.0127018922196,353.5533905932732,0,-353.55339059327434
286,-264.9596321166027,20,-424.02404807821284,371.5724127386967,0,-334.5653031794296
287,-279.5964517353734,20,-414.51878627752086,388.5729807284851,0,-314.6601955249191
288,-293.8926261462364,20,-404.50849718747384,404.5084971874735,0,-293.89262614623686
289,-307.8307376628288,20,-394.00537680336123,419.3352839727119,0,-272.3195175075137
290,-321.3938048432699,20,-383.02222155948886,433.0127018922193,0,-250.00000000000006
291,-334.5653031794292,20,-371.57241273869704,445.5032620941839,0,-226.99524986977332
292,-347.3291852294986,20,-359.6699001693257,456.7727288213005,0,-203.36832153789987
293,-359.6699001693254,20,-347.3291852294989,466.79021324860105,0,-179.18397477264978
294,-371.5724127386968,20,-334.56530317942946,475.52825814757693,0,-154.5084971874732
295,-383.02222155948914,20,-321.3938048432695,482.9629131445343,0,-129.40952255125973
296,-394.00537680336095,20,-307.83073766282916,489.0738003669026,0,-103.9558454088806
297,-404.5084971874736,20,-293.89262614623675,493.8441702975687,0,-78.21723252011624
298,-414.51878627752063,20,-279.5964517353737,497.26094768413657,0,-52.26423163382739
299,-424.0240480782131,20,-264.9596321166022,499.3147673772869,0,-26.16797812147243
300,-433.01270189221935,20,-249.99999999999991,500.0,0,-3.6739403974420595e-13
301,-441.47379642946345,20,-234.73578139294548,499.31476737728696,0,26.167978121471695
302,-449.39702314958333,20,-219.18557339453898,497.2609476841367,0,52.26423163382667
303,-456.7727288213003,20,-203.36832153790058,493.84417029756884,0,78.2172325201155
304,-463.5919272833938,20,-187.30329670795584,489.0738003669028,0,103.95584540887988
305,-469.8463103929542,20,-171.01007166283438,482.96291314453407,0,129.40952255126072
306,-475.5282581475767,20,-154.50849718747392,475.52825814757665,0,154.5084971874742
307,-480.63084796915933,20,-137.81867790849998,466.79021324860065,0,179.18397477265074
308,-485.1478631379983,20,-120.96094779983359,456.7727288213008,0,203.36832153789922
309,-489.07380036690284,20,-103.95584540887958,445.50326209418427,0,226.99524986977266
310,-492.403876506104,20,-86.8240888334653,433.01270189221964,0,249.9999999999994
311,-495.1340343707851,20,-69.58655048003303,419.3352839727123,0,272.3195175075131
312,-497.26094768413657,20,-52.264231633827244,404.50849718747395,0,293.89262614623624
313,-498.78202512991214,20,-34.87823687206247,388.57298072848556,0,314.66019552491855
314,-499.6954135095479,20,-17.449748351250502,371.57241273869715,0,334.56530317942907
315,-500.0,20,-2.143131898507868e-13,353.5533905932737,0,353.55339059327383
316,-499.6954135095479,20,17.449748351250076,334.56530317942895,0,371.5724127386972
317,-498.7820251299121,20,34.87823687206293,314.6601955249185,0,388.5729807284857
318,-497.2609476841366,20,52.26423163382681,293.8926261462362,0,404.508497187474
319,-495.1340343707852,20,69.58655048003261,272.319517507513,0,419.3352839727124
320,-492.40387650610404,20,86.82408883346486,250.00000000000082,0,433.01270189221884
321,-489.0738003669029,20,103.95584540887917,226.99524986977414,0,445.5032620941836
322,-485.1478631379982,20,120.96094779983403,203.36832153790075,0,456.7727288213002
323,-480.63084796915945,20,137.81867790849958,179.18397477265063,0,466.7902132486007
324,-475.5282581475769,20,154.5084971874735,154.5084971874741,0,475.52825814757665
325,-469.8463103929543,20,171.01007166283398,129.4095225512606,0,482.9629131445341
326,-463.5919272833936,20,187.30329670795626,103.95584540887977,0,489.0738003669028
327,-456.77272882130046,20,203.36832153790016,78.21723252011539,0,493.8441702975689
328,-449.39702314958356,20,219.18557339453858,52.26423163382654,0,497.2609476841367
329,-441.4737964294636,20,234.73578139294509,26.167978121471574,0,499.31476737728696
330,-433.0127018922196,20,249.99999999999955,-4.901682099772354e-13,0,500.0
